budget,popularity,revenue,runtime,vote_average,vote_count,crew_count,cast_count,release_year,release_month,profit,original_language_Other,original_language_de,original_language_en,original_language_es,original_language_fr,original_language_hi,original_language_it,original_language_ja,original_language_zh,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Australia,Canada,China,France,Germany,Italy,Japan,Other,Spain,United Kingdom,United States of America,cast_freq_sum,cast_freq_mean,director_freq,success
1.6854963926590862,0.8148786887690614,19.620423056352898,-0.7154026643010076,0.4396514365995697,0.7746572242328587,11,19,2015,11,17.934926663693812,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,7.894736842105263,1.0,1
1.7316517986106692,1.360645807691007,20.105194974399108,-0.7154026643010076,0.5426352079617236,1.1626222779749957,44,15,2012,6,18.373543175788438,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,8.533333333333333,1.0,1
1.7316517986106692,0.9590307223394111,19.654615619681344,0.6871411558166086,0.4396514365995697,0.9291181797477016,108,33,2016,7,17.922963821070674,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228,6.909090909090909,5.0,1
1.7088946605199926,0.9687362137560591,20.071859002213046,-0.47358476428072893,1.6754566929454104,1.2829713347266152,52,29,2008,6,18.362964341693054,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,7.896551724137931,4.0,1
1.500157022952948,0.3118094935558063,19.36855631746733,-0.8121298243091191,-0.07526742021119716,0.4606868464400317,18,18,2007,8,17.868399294514383,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,129,7.166666666666667,9.0,1
1.7964053749053166,0.7336449392130044,20.461451096263065,2.4282300359626148,-0.590186277021964,1.1842925466824448,115,52,2009,10,18.66504572135775,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,316,6.076923076923077,8.0,1
1.7964053749053166,0.6540534394636093,19.60005506305781,-0.5703119242888404,0.4396514365995697,0.5929100253587001,9,18,2009,11,17.803649688152493,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,10.055555555555555,13.0,1
1.6902290895964478,1.1239051822190833,19.03037959595625,0.78386831582472,-1.002121362470577,0.9587071683149573,103,66,2015,2,17.340150506359805,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234,3.5454545454545454,6.0,1
1.7088946605199926,0.6984472362691581,19.692526366339536,0.05841461576388409,-0.693170048384117,0.9073262974318691,12,34,2016,6,17.983631705819544,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,219,6.4411764705882355,3.0,1
1.7088946605199926,0.9779534693580676,20.43399177528534,1.702776335901779,0.5426352079617236,0.9383801908662591,29,24,2005,12,18.725097114765347,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,219,9.125,5.0,1
1.6996143005011364,1.427181964300327,20.114339922634635,1.7511399159058347,0.2336838938752637,1.1693662304151407,96,95,2016,5,18.4147256221335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,3.473684210526316,8.0,1
1.7316517986106692,1.6114006997753805,20.727813923702396,2.1380485559382807,2.0873917783940232,1.5375729451020228,81,134,2008,7,18.996162125091725,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,541,4.037313432835821,8.0,1
1.6854963926590862,1.171520425589005,20.41551585489421,-0.5703119242888404,1.5724729215832574,1.3174017867293066,91,16,2009,5,18.730019462235123,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,9.1875,3.0,1
1.6854963926590862,0.596595664035104,19.75964728253492,-0.6670390842969519,-0.17825119157335018,0.6962383411310379,11,28,2009,3,18.074150889875835,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,324,11.571428571428571,3.0,1
1.500157022952948,1.338492375793845,20.18742017795144,0.8805954758328315,1.2635216074967974,1.414029373034175,21,87,2008,4,18.687263154998494,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,460,5.287356321839081,6.0,1
1.6614198204927573,0.5282376366025374,19.04002077403029,0.8805954758328315,0.8515865220481835,0.8573744947492317,77,28,2011,11,17.378600953537532,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,261,9.321428571428571,20.0,1
1.6614198204927573,0.6692868426101384,19.21865936923679,-0.0866761242482831,-1.105105133832731,0.5649332568073833,12,29,1999,6,17.557239548744032,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,197,6.793103448275862,7.0,1
1.5293032969709992,0.906778410971007,19.809792731831152,0.20350535577605128,-1.002121362470577,0.6861321789556288,17,15,2008,7,18.280489434860154,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,103,6.866666666666666,9.0,1
1.6854963926590862,1.1582011376788954,20.428894777686114,0.7355047358206643,-0.28123496293550315,1.3498096503978234,104,128,2016,8,18.743398385027028,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,394,3.078125,6.0,1
1.6854963926590862,0.4213028380183746,18.9688021582424,-0.5703119242888404,-0.899137591108424,0.6125778772790099,27,18,2007,6,17.283305765583314,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273,15.166666666666666,7.0,1
1.6996143005011364,1.0795579904565098,19.73047535142669,0.251868935780107,1.4694891502211034,1.1806541700782032,111,40,2014,5,18.030861050925555,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,218,5.45,7.0,1
1.6854963926590862,0.725018435921224,19.392285914366305,1.3158676958693332,-0.28123496293550315,0.5539583232769345,57,15,1995,7,17.70678952170722,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,9.466666666666667,5.0,1
